#        E [H]          <xx>          <yy>          <zz>           <f>
  5.100000E-01  2.772142E+01  2.777507E+01  2.774849E+01  2.774832E+01
  5.105000E-01  2.989516E+01  2.994639E+01  2.991227E+01  2.991794E+01
  5.110000E-01  3.217725E+01  3.222330E+01  3.217958E+01  3.219338E+01
  5.115000E-01  3.454010E+01  3.457790E+01  3.452225E+01  3.454675E+01
  5.120000E-01  3.695404E+01  3.698056E+01  3.691065E+01  3.694842E+01
  5.125000E-01  3.939152E+01  3.940422E+01  3.931798E+01  3.937124E+01
  5.130000E-01  4.182991E+01  4.182720E+01  4.172332E+01  4.179348E+01
  5.135000E-01  4.425073E+01  4.423235E+01  4.411068E+01  4.419792E+01
  5.140000E-01  4.663376E+01  4.660097E+01  4.646300E+01  4.656591E+01
  5.145000E-01  4.894683E+01  4.890247E+01  4.875165E+01  4.886698E+01
  5.150000E-01  5.113449E+01  5.108288E+01  5.092478E+01  5.104738E+01
  5.155000E-01  5.311015E+01  5.305679E+01  5.289903E+01  5.302199E+01
  5.160000E-01  5.475639E+01  5.470757E+01  5.455923E+01  5.467440E+01
  5.165000E-01  5.593664E+01  5.589873E+01  5.576937E+01  5.586825E+01
  5.170000E-01  5.651773E+01  5.649628E+01  5.639456E+01  5.646952E+01
  5.175000E-01  5.639839E+01  5.639724E+01  5.632942E+01  5.637502E+01
  5.180000E-01  5.553483E+01  5.555548E+01  5.552433E+01  5.553821E+01
  5.185000E-01  5.395402E+01  5.399549E+01  5.399995E+01  5.398315E+01
  5.190000E-01  5.174967E+01  5.180889E+01  5.184459E+01  5.180105E+01
  5.195000E-01  4.906288E+01  4.913552E+01  4.919595E+01  4.913145E+01
  5.200000E-01  4.605540E+01  4.613672E+01  4.621456E+01  4.613556E+01
  5.205000E-01  4.288435E+01  4.296993E+01  4.305822E+01  4.297083E+01
  5.210000E-01  3.968455E+01  3.977071E+01  3.986356E+01  3.977294E+01
  5.215000E-01  3.655998E+01  3.664397E+01  3.673688E+01  3.664694E+01
  5.220000E-01  3.358288E+01  3.366286E+01  3.375267E+01  3.366614E+01
  5.225000E-01  3.079763E+01  3.087248E+01  3.095719E+01  3.087576E+01
  5.230000E-01  2.822650E+01  2.829569E+01  2.837421E+01  2.829880E+01
  5.235000E-01  2.587578E+01  2.593918E+01  2.601107E+01  2.594201E+01
  5.240000E-01  2.374097E+01  2.379873E+01  2.386398E+01  2.380123E+01
  5.245000E-01  2.181092E+01  2.186335E+01  2.192223E+01  2.186550E+01
  5.250000E-01  2.007085E+01  2.011833E+01  2.017126E+01  2.012015E+01
  5.255000E-01  1.850439E+01  1.854735E+01  1.859483E+01  1.854885E+01
  5.260000E-01  1.709492E+01  1.713379E+01  1.717633E+01  1.713501E+01
  5.265000E-01  1.582641E+01  1.586160E+01  1.589972E+01  1.586258E+01
  5.270000E-01  1.468388E+01  1.471578E+01  1.474995E+01  1.471654E+01
  5.275000E-01  1.365360E+01  1.368256E+01  1.371323E+01  1.368313E+01
  5.280000E-01  1.272318E+01  1.274951E+01  1.277708E+01  1.274993E+01
  5.285000E-01  1.188154E+01  1.190553E+01  1.193035E+01  1.190580E+01
  5.290000E-01  1.111882E+01  1.114072E+01  1.116311E+01  1.114089E+01
  5.295000E-01  1.042633E+01  1.044636E+01  1.046661E+01  1.044643E+01
  5.300000E-01  9.796373E+00  9.814738E+00  9.833078E+00  9.814730E+00
  5.305000E-01  9.222186E+00  9.239056E+00  9.255710E+00  9.238984E+00
  5.310000E-01  8.697812E+00  8.713340E+00  8.728499E+00  8.713217E+00
  5.315000E-01  8.218007E+00  8.232328E+00  8.246159E+00  8.232165E+00
  5.320000E-01  7.778153E+00  7.791387E+00  7.804037E+00  7.791192E+00
  5.325000E-01  7.374179E+00  7.386431E+00  7.398029E+00  7.386213E+00
  5.330000E-01  7.002493E+00  7.013857E+00  7.024516E+00  7.013622E+00
  5.335000E-01  6.659920E+00  6.670479E+00  6.680299E+00  6.670233E+00
  5.340000E-01  6.343650E+00  6.353477E+00  6.362546E+00  6.353225E+00
  5.345000E-01  6.051192E+00  6.060353E+00  6.068749E+00  6.060098E+00
  5.350000E-01  5.780333E+00  5.788887E+00  5.796678E+00  5.788633E+00
  5.355000E-01  5.529106E+00  5.537104E+00  5.544353E+00  5.536854E+00
  5.360000E-01  5.295757E+00  5.303246E+00  5.310006E+00  5.303003E+00
  5.365000E-01  5.078719E+00  5.085742E+00  5.092061E+00  5.085507E+00
  5.370000E-01  4.876594E+00  4.883186E+00  4.889109E+00  4.882963E+00
  5.375000E-01  4.688125E+00  4.694322E+00  4.699887E+00  4.694111E+00
  5.380000E-01  4.512188E+00  4.518019E+00  4.523261E+00  4.517823E+00
  5.385000E-01  4.347771E+00  4.353263E+00  4.358213E+00  4.353082E+00
  5.390000E-01  4.193962E+00  4.199141E+00  4.203827E+00  4.198976E+00
  5.395000E-01  4.049939E+00  4.054827E+00  4.059275E+00  4.054681E+00
  5.400000E-01  3.914962E+00  3.919579E+00  3.923813E+00  3.919451E+00
  5.405000E-01  3.788359E+00  3.792724E+00  3.796764E+00  3.792616E+00
  5.410000E-01  3.669523E+00  3.673653E+00  3.677518E+00  3.673565E+00
  5.415000E-01  3.557903E+00  3.561813E+00  3.565522E+00  3.561746E+00
  5.420000E-01  3.453001E+00  3.456705E+00  3.460273E+00  3.456660E+00
  5.425000E-01  3.354362E+00  3.357872E+00  3.361315E+00  3.357849E+00
  5.430000E-01  3.261573E+00  3.264902E+00  3.268233E+00  3.264903E+00
  5.435000E-01  3.174261E+00  3.177418E+00  3.180651E+00  3.177443E+00
  5.440000E-01  3.092083E+00  3.095079E+00  3.098225E+00  3.095129E+00
  5.445000E-01  3.014729E+00  3.017572E+00  3.020643E+00  3.017648E+00
  5.450000E-01  2.941916E+00  2.944615E+00  2.947622E+00  2.944718E+00
  5.455000E-01  2.873389E+00  2.875950E+00  2.878904E+00  2.876081E+00
  5.460000E-01  2.808912E+00  2.811343E+00  2.814253E+00  2.811503E+00
  5.465000E-01  2.748276E+00  2.750582E+00  2.753457E+00  2.750772E+00
  5.470000E-01  2.691287E+00  2.693474E+00  2.696324E+00  2.693695E+00
  5.475000E-01  2.637773E+00  2.639846E+00  2.642680E+00  2.640100E+00
  5.480000E-01  2.587579E+00  2.589541E+00  2.592368E+00  2.589830E+00
  5.485000E-01  2.540565E+00  2.542421E+00  2.545250E+00  2.542745E+00
  5.490000E-01  2.496608E+00  2.498362E+00  2.501201E+00  2.498724E+00
  5.495000E-01  2.455600E+00  2.457253E+00  2.460112E+00  2.457655E+00
  5.500000E-01  2.417446E+00  2.419002E+00  2.421890E+00  2.419446E+00
  5.505000E-01  2.382066E+00  2.383527E+00  2.386453E+00  2.384015E+00
  5.510000E-01  2.349395E+00  2.350762E+00  2.353735E+00  2.351298E+00
  5.515000E-01  2.319381E+00  2.320654E+00  2.323685E+00  2.321240E+00
  5.520000E-01  2.291984E+00  2.293164E+00  2.296265E+00  2.293804E+00
  5.525000E-01  2.267181E+00  2.268269E+00  2.271449E+00  2.268966E+00
  5.530000E-01  2.244964E+00  2.245957E+00  2.249229E+00  2.246717E+00
  5.535000E-01  2.225337E+00  2.226235E+00  2.229612E+00  2.227061E+00
  5.540000E-01  2.208325E+00  2.209125E+00  2.212620E+00  2.210023E+00
  5.545000E-01  2.193966E+00  2.194666E+00  2.198294E+00  2.195642E+00
  5.550000E-01  2.182321E+00  2.182915E+00  2.186693E+00  2.183976E+00
  5.555000E-01  2.173469E+00  2.173953E+00  2.177898E+00  2.175107E+00
  5.560000E-01  2.167512E+00  2.167880E+00  2.172012E+00  2.169134E+00
  5.565000E-01  2.164577E+00  2.164822E+00  2.169163E+00  2.166188E+00
  5.570000E-01  2.164822E+00  2.164934E+00  2.169507E+00  2.166421E+00
  5.575000E-01  2.168430E+00  2.168400E+00  2.173232E+00  2.170021E+00
  5.580000E-01  2.175624E+00  2.175439E+00  2.180560E+00  2.177208E+00
  5.585000E-01  2.186662E+00  2.186307E+00  2.191749E+00  2.188239E+00
  5.590000E-01  2.201842E+00  2.201303E+00  2.207102E+00  2.203416E+00
  5.595000E-01  2.221511E+00  2.220768E+00  2.226967E+00  2.223082E+00
  5.600000E-01  2.246061E+00  2.245093E+00  2.251738E+00  2.247631E+00
  5.605000E-01  2.275933E+00  2.274719E+00  2.281860E+00  2.277504E+00
  5.610000E-01  2.311617E+00  2.310133E+00  2.317828E+00  2.313193E+00
  5.615000E-01  2.353643E+00  2.351864E+00  2.360178E+00  2.355228E+00
  5.620000E-01  2.402568E+00  2.400472E+00  2.409474E+00  2.404171E+00
  5.625000E-01  2.458952E+00  2.456522E+00  2.466289E+00  2.460588E+00
  5.630000E-01  2.523319E+00  2.520544E+00  2.531159E+00  2.525007E+00
  5.635000E-01  2.596087E+00  2.592972E+00  2.604523E+00  2.597861E+00
  5.640000E-01  2.677480E+00  2.674056E+00  2.686631E+00  2.679389E+00
  5.645000E-01  2.767396E+00  2.763726E+00  2.777415E+00  2.769512E+00
  5.650000E-01  2.865240E+00  2.861434E+00  2.876318E+00  2.867664E+00
  5.655000E-01  2.969724E+00  2.965953E+00  2.982099E+00  2.972592E+00
  5.660000E-01  3.078667E+00  3.075170E+00  3.092621E+00  3.082153E+00
  5.665000E-01  3.188835E+00  3.185920E+00  3.204690E+00  3.193148E+00
  5.670000E-01  3.295913E+00  3.293937E+00  3.313999E+00  3.301283E+00
  5.675000E-01  3.394674E+00  3.394007E+00  3.415292E+00  3.401324E+00
  5.680000E-01  3.479424E+00  3.480396E+00  3.502792E+00  3.487538E+00
  5.685000E-01  3.544708E+00  3.547548E+00  3.570904E+00  3.554387E+00
  5.690000E-01  3.586158E+00  3.590944E+00  3.615075E+00  3.597392E+00
  5.695000E-01  3.601271E+00  3.607919E+00  3.632607E+00  3.613933E+00
  5.700000E-01  3.589903E+00  3.598184E+00  3.623179E+00  3.603755E+00
  5.705000E-01  3.554295E+00  3.563886E+00  3.588908E+00  3.569030E+00
  5.710000E-01  3.498652E+00  3.509191E+00  3.533942E+00  3.513928E+00
  5.715000E-01  3.428388E+00  3.439522E+00  3.463705E+00  3.443872E+00
  5.720000E-01  3.349290E+00  3.360704E+00  3.384043E+00  3.364679E+00
  5.725000E-01  3.266791E+00  3.278221E+00  3.300488E+00  3.281833E+00
  5.730000E-01  3.185514E+00  3.196741E+00  3.217766E+00  3.200007E+00
  5.735000E-01  3.109069E+00  3.119920E+00  3.139592E+00  3.122860E+00
  5.740000E-01  3.040078E+00  3.050421E+00  3.068684E+00  3.053061E+00
  5.745000E-01  2.980314E+00  2.990052E+00  3.006898E+00  2.992421E+00
  5.750000E-01  2.930893E+00  2.939964E+00  2.955421E+00  2.942093E+00
  5.755000E-01  2.892455E+00  2.900829E+00  2.914950E+00  2.902745E+00
  5.760000E-01  2.865330E+00  2.873002E+00  2.885860E+00  2.874730E+00
  5.765000E-01  2.849661E+00  2.856648E+00  2.868325E+00  2.858211E+00
  5.770000E-01  2.845508E+00  2.851843E+00  2.862424E+00  2.853258E+00
  5.775000E-01  2.852918E+00  2.858644E+00  2.868215E+00  2.859926E+00
  5.780000E-01  2.871982E+00  2.877148E+00  2.885791E+00  2.878307E+00
  5.785000E-01  2.902871E+00  2.907528E+00  2.915319E+00  2.908573E+00
  5.790000E-01  2.945860E+00  2.950059E+00  2.957068E+00  2.950996E+00
  5.795000E-01  3.001344E+00  3.005137E+00  3.011424E+00  3.005968E+00
  5.800000E-01  3.069841E+00  3.073278E+00  3.078895E+00  3.074004E+00
  5.805000E-01  3.151988E+00  3.155118E+00  3.160107E+00  3.155738E+00
  5.810000E-01  3.248526E+00  3.251397E+00  3.255791E+00  3.251905E+00
  5.815000E-01  3.360264E+00  3.362928E+00  3.366746E+00  3.363313E+00
  5.820000E-01  3.488043E+00  3.490553E+00  3.493800E+00  3.490799E+00
  5.825000E-01  3.632663E+00  3.635080E+00  3.637744E+00  3.635162E+00
  5.830000E-01  3.794818E+00  3.797208E+00  3.799257E+00  3.797094E+00
  5.835000E-01  3.975007E+00  3.977445E+00  3.978822E+00  3.977091E+00
  5.840000E-01  4.173466E+00  4.176033E+00  4.176652E+00  4.175384E+00
  5.845000E-01  4.390122E+00  4.392904E+00  4.392649E+00  4.391892E+00
  5.850000E-01  4.624588E+00  4.627662E+00  4.626389E+00  4.626213E+00
  5.855000E-01  4.876170E+00  4.879598E+00  4.877139E+00  4.877636E+00
  5.860000E-01  5.143845E+00  5.147651E+00  5.143830E+00  5.145109E+00
  5.865000E-01  5.426091E+00  5.430250E+00  5.424901E+00  5.427081E+00
  5.870000E-01  5.720518E+00  5.724939E+00  5.717926E+00  5.721128E+00
  5.875000E-01  6.023268E+00  6.027786E+00  6.019031E+00  6.023362E+00
  5.880000E-01  6.328324E+00  6.332699E+00  6.322203E+00  6.327742E+00
  5.885000E-01  6.626986E+00  6.630918E+00  6.618777E+00  6.625560E+00
  5.890000E-01  6.907826E+00  6.910980E+00  6.897395E+00  6.905400E+00
  5.895000E-01  7.157366E+00  7.159412E+00  7.144685E+00  7.153821E+00
  5.900000E-01  7.361510E+00  7.362169E+00  7.346690E+00  7.356789E+00
  5.905000E-01  7.507454E+00  7.506541E+00  7.490764E+00  7.501586E+00
  5.910000E-01  7.585574E+00  7.583015E+00  7.567432E+00  7.578674E+00
  5.915000E-01  7.590756E+00  7.586589E+00  7.571688E+00  7.583011E+00
  5.920000E-01  7.522923E+00  7.517272E+00  7.503501E+00  7.514565E+00
  5.925000E-01  7.386810E+00  7.379864E+00  7.367586E+00  7.378087E+00
  5.930000E-01  7.191234E+00  7.183223E+00  7.172682E+00  7.182380E+00
  5.935000E-01  6.948034E+00  6.939215E+00  6.930514E+00  6.939254E+00
  5.940000E-01  6.670783E+00  6.661426E+00  6.654539E+00  6.662249E+00
  5.945000E-01  6.373398E+00  6.363763E+00  6.358560E+00  6.365240E+00
  5.950000E-01  6.068826E+00  6.059148E+00  6.055437E+00  6.061137E+00
  5.955000E-01  5.768062E+00  5.758534E+00  5.756102E+00  5.760899E+00
  5.960000E-01  5.479623E+00  5.470388E+00  5.469031E+00  5.473014E+00
  5.965000E-01  5.209477E+00  5.200627E+00  5.200168E+00  5.203424E+00
  5.970000E-01  4.961302E+00  4.952886E+00  4.953181E+00  4.955789E+00
  5.975000E-01  4.736923E+00  4.728956E+00  4.729894E+00  4.731925E+00
  5.980000E-01  4.536796E+00  4.529268E+00  4.530766E+00  4.532277E+00
  5.985000E-01  4.360441E+00  4.353325E+00  4.355323E+00  4.356363E+00
  5.990000E-01  4.206798E+00  4.200057E+00  4.202516E+00  4.203124E+00
  5.995000E-01  4.074500E+00  4.068091E+00  4.070983E+00  4.071191E+00
  6.000000E-01  3.962053E+00  3.955932E+00  3.959243E+00  3.959076E+00
  6.005000E-01  3.867967E+00  3.862091E+00  3.865813E+00  3.865291E+00
  6.010000E-01  3.790830E+00  3.785158E+00  3.789292E+00  3.788427E+00
  6.015000E-01  3.729353E+00  3.723848E+00  3.728401E+00  3.727201E+00
  6.020000E-01  3.682395E+00  3.677022E+00  3.682005E+00  3.680474E+00
  6.025000E-01  3.648969E+00  3.643698E+00  3.649128E+00  3.647265E+00
  6.030000E-01  3.628241E+00  3.623045E+00  3.628943E+00  3.626743E+00
  6.035000E-01  3.619530E+00  3.614385E+00  3.620777E+00  3.618231E+00
  6.040000E-01  3.622297E+00  3.617182E+00  3.624099E+00  3.621193E+00
  6.045000E-01  3.636139E+00  3.631036E+00  3.638514E+00  3.635230E+00
  6.050000E-01  3.660784E+00  3.655678E+00  3.663756E+00  3.660073E+00
  6.055000E-01  3.696082E+00  3.690960E+00  3.699685E+00  3.695576E+00
  6.060000E-01  3.742004E+00  3.736856E+00  3.746281E+00  3.741714E+00
  6.065000E-01  3.798642E+00  3.793459E+00  3.803641E+00  3.798581E+00
  6.070000E-01  3.866200E+00  3.860978E+00  3.871984E+00  3.866387E+00
  6.075000E-01  3.945006E+00  3.939741E+00  3.951645E+00  3.945464E+00
  6.080000E-01  4.035508E+00  4.030200E+00  4.043086E+00  4.036265E+00
  6.085000E-01  4.138285E+00  4.132938E+00  4.146899E+00  4.139374E+00
  6.090000E-01  4.254053E+00  4.248673E+00  4.263816E+00  4.255514E+00
  6.095000E-01  4.383677E+00  4.378274E+00  4.394718E+00  4.385556E+00
  6.100000E-01  4.528182E+00  4.522770E+00  4.540652E+00  4.530535E+00
  6.105000E-01  4.688776E+00  4.683374E+00  4.702845E+00  4.691665E+00
  6.110000E-01  4.866866E+00  4.861495E+00  4.882729E+00  4.870363E+00
  6.115000E-01  5.064079E+00  5.058769E+00  5.081962E+00  5.068270E+00
  6.120000E-01  5.282299E+00  5.277083E+00  5.302458E+00  5.287280E+00
  6.125000E-01  5.523690E+00  5.518611E+00  5.546420E+00  5.529574E+00
  6.130000E-01  5.790739E+00  5.785847E+00  5.816378E+00  5.797655E+00
  6.135000E-01  6.086296E+00  6.081650E+00  6.115230E+00  6.094392E+00
  6.140000E-01  6.413620E+00  6.409291E+00  6.446289E+00  6.423067E+00
  6.145000E-01  6.776427E+00  6.772497E+00  6.813334E+00  6.787420E+00
  6.150000E-01  7.178946E+00  7.175507E+00  7.220660E+00  7.191705E+00
  6.155000E-01  7.625964E+00  7.623120E+00  7.673123E+00  7.640736E+00
  6.160000E-01  8.122868E+00  8.120732E+00  8.176184E+00  8.139928E+00
  6.165000E-01  8.675673E+00  8.674360E+00  8.735927E+00  8.695320E+00
  6.170000E-01  9.291012E+00  9.290633E+00  9.359041E+00  9.313562E+00
  6.175000E-01  9.976079E+00  9.976721E+00  1.005275E+01  1.000185E+01
  6.180000E-01  1.073847E+01  1.074018E+01  1.082464E+01  1.076776E+01
  6.185000E-01  1.158592E+01  1.158864E+01  1.168235E+01  1.161897E+01
  6.190000E-01  1.252578E+01  1.252933E+01  1.263302E+01  1.256271E+01
  6.195000E-01  1.356428E+01  1.356822E+01  1.368248E+01  1.360499E+01
  6.200000E-01  1.470532E+01  1.470889E+01  1.483398E+01  1.474939E+01
  6.205000E-01  1.594883E+01  1.595075E+01  1.608644E+01  1.599534E+01
  6.210000E-01  1.728854E+01  1.728682E+01  1.743214E+01  1.733584E+01
  6.215000E-01  1.870919E+01  1.870094E+01  1.885387E+01  1.875467E+01
  6.220000E-01  2.018349E+01  2.016475E+01  2.032193E+01  2.022339E+01
  6.225000E-01  2.166945E+01  2.163512E+01  2.179165E+01  2.169874E+01
  6.230000E-01  2.310910E+01  2.305311E+01  2.320255E+01  2.312158E+01
  6.235000E-01  2.443002E+01  2.434589E+01  2.448059E+01  2.441883E+01
  6.240000E-01  2.555116E+01  2.543292E+01  2.554486E+01  2.550965E+01
  6.245000E-01  2.639320E+01  2.623669E+01  2.631867E+01  2.631619E+01
  6.250000E-01  2.689217E+01  2.669629E+01  2.674324E+01  2.677723E+01
  6.255000E-01  2.701252E+01  2.678007E+01  2.679008E+01  2.686089E+01
  6.260000E-01  2.675532E+01  2.649300E+01  2.646770E+01  2.657201E+01
  6.265000E-01  2.615807E+01  2.587563E+01  2.581969E+01  2.595113E+01
  6.270000E-01  2.528643E+01  2.499516E+01  2.491523E+01  2.506560E+01
  6.275000E-01  2.422080E+01  2.393191E+01  2.383532E+01  2.399601E+01
  6.280000E-01  2.304255E+01  2.276594E+01  2.265958E+01  2.282269E+01
  6.285000E-01  2.182328E+01  2.156681E+01  2.145643E+01  2.161551E+01
  6.290000E-01  2.061885E+01  2.038810E+01  2.027800E+01  2.042832E+01
  6.295000E-01  1.946745E+01  1.926590E+01  1.915897E+01  1.929744E+01
  6.300000E-01  1.839083E+01  1.822017E+01  1.811810E+01  1.824303E+01
  6.305000E-01  1.739713E+01  1.725763E+01  1.716116E+01  1.727197E+01
  6.310000E-01  1.648443E+01  1.637520E+01  1.628449E+01  1.638137E+01
  6.315000E-01  1.564449E+01  1.556373E+01  1.547859E+01  1.556227E+01
  6.320000E-01  1.486614E+01  1.481135E+01  1.473150E+01  1.480300E+01
  6.325000E-01  1.413817E+01  1.410630E+01  1.403153E+01  1.409200E+01
  6.330000E-01  1.345127E+01  1.343892E+01  1.336918E+01  1.341979E+01
  6.335000E-01  1.279897E+01  1.280262E+01  1.273800E+01  1.277986E+01
  6.340000E-01  1.217775E+01  1.219391E+01  1.213460E+01  1.216875E+01
  6.345000E-01  1.158657E+01  1.161196E+01  1.155812E+01  1.158555E+01
  6.350000E-01  1.102621E+01  1.105788E+01  1.100951E+01  1.103120E+01
  6.355000E-01  1.049859E+01  1.053397E+01  1.049090E+01  1.050782E+01
  6.360000E-01  1.000612E+01  1.004310E+01  1.000497E+01  1.001806E+01
  6.365000E-01  9.551179E+00  9.588126E+00  9.554411E+00  9.564572E+00
  6.370000E-01  9.135695E+00  9.171413E+00  9.141534E+00  9.149548E+00
  6.375000E-01  8.760887E+00  8.794588E+00  8.767958E+00  8.774478E+00
  6.380000E-01  8.427192E+00  8.458421E+00  8.434501E+00  8.440038E+00
  6.385000E-01  8.134339E+00  8.162902E+00  8.141221E+00  8.146154E+00
  6.390000E-01  7.881508E+00  7.907399E+00  7.887566E+00  7.892158E+00
  6.395000E-01  7.667533E+00  7.690873E+00  7.672569E+00  7.676992E+00
  6.400000E-01  7.491097E+00  7.512083E+00  7.495052E+00  7.499411E+00
  6.405000E-01  7.350890E+00  7.369760E+00  7.353796E+00  7.358149E+00
  6.410000E-01  7.245732E+00  7.262743E+00  7.247680E+00  7.252052E+00
  6.415000E-01  7.174659E+00  7.190069E+00  7.175776E+00  7.180168E+00
  6.420000E-01  7.136975E+00  7.151033E+00  7.137403E+00  7.141804E+00
  6.425000E-01  7.132268E+00  7.145215E+00  7.132165E+00  7.136549E+00
  6.430000E-01  7.160407E+00  7.172475E+00  7.159942E+00  7.164275E+00
  6.435000E-01  7.221512E+00  7.232931E+00  7.220870E+00  7.225104E+00
  6.440000E-01  7.315895E+00  7.326898E+00  7.315288E+00  7.319360E+00
  6.445000E-01  7.443976E+00  7.454810E+00  7.443650E+00  7.447478E+00
  6.450000E-01  7.606164E+00  7.617104E+00  7.606415E+00  7.609894E+00
  6.455000E-01  7.802727E+00  7.814086E+00  7.803909E+00  7.806907E+00
  6.460000E-01  8.033655E+00  8.045792E+00  8.036177E+00  8.038541E+00
  6.465000E-01  8.298563E+00  8.311882E+00  8.302867E+00  8.304437E+00
  6.470000E-01  8.596691E+00  8.611623E+00  8.603192E+00  8.603835E+00
  6.475000E-01  8.927046E+00  8.944009E+00  8.936042E+00  8.935699E+00
  6.480000E-01  9.288705E+00  9.308053E+00  9.300254E+00  9.299004E+00
  6.485000E-01  9.681217E+00  9.703172E+00  9.695017E+00  9.693135E+00
  6.490000E-01  1.010490E+01  1.012951E+01  1.012022E+01  1.011821E+01
  6.495000E-01  1.056081E+01  1.058793E+01  1.057651E+01  1.057508E+01
  6.500000E-01  1.105009E+01  1.107943E+01  1.106477E+01  1.106476E+01
  6.505000E-01  1.157275E+01  1.160394E+01  1.158500E+01  1.158723E+01
  6.510000E-01  1.212582E+01  1.215851E+01  1.213448E+01  1.213960E+01
  6.515000E-01  1.270136E+01  1.273528E+01  1.270577E+01  1.271414E+01
  6.520000E-01  1.328467E+01  1.331968E+01  1.328484E+01  1.329640E+01
  6.525000E-01  1.385324E+01  1.388932E+01  1.384991E+01  1.386416E+01
  6.530000E-01  1.437713E+01  1.441435E+01  1.437167E+01  1.438772E+01
  6.535000E-01  1.482126E+01  1.485973E+01  1.481556E+01  1.483218E+01
  6.540000E-01  1.515002E+01  1.518977E+01  1.514608E+01  1.516196E+01
  6.545000E-01  1.533329E+01  1.537425E+01  1.533292E+01  1.534682E+01
  6.550000E-01  1.535273E+01  1.539464E+01  1.535719E+01  1.536819E+01
  6.555000E-01  1.520596E+01  1.524839E+01  1.521574E+01  1.522336E+01
  6.560000E-01  1.490719E+01  1.494960E+01  1.492205E+01  1.492628E+01
  6.565000E-01  1.448407E+01  1.452587E+01  1.450317E+01  1.450437E+01
  6.570000E-01  1.397199E+01  1.401262E+01  1.399417E+01  1.399292E+01
  6.575000E-01  1.340787E+01  1.344691E+01  1.343191E+01  1.342890E+01
  6.580000E-01  1.282533E+01  1.286247E+01  1.285013E+01  1.284598E+01
  6.585000E-01  1.225174E+01  1.228682E+01  1.227642E+01  1.227166E+01
  6.590000E-01  1.170732E+01  1.174031E+01  1.173129E+01  1.172631E+01
  6.595000E-01  1.120561E+01  1.123659E+01  1.122851E+01  1.122357E+01
  6.600000E-01  1.075463E+01  1.078374E+01  1.077628E+01  1.077155E+01
  6.605000E-01  1.035824E+01  1.038567E+01  1.037864E+01  1.037418E+01
  6.610000E-01  1.001743E+01  1.004340E+01  1.003666E+01  1.003250E+01
  6.615000E-01  9.731364E+00  9.756114E+00  9.749583E+00  9.745687E+00
  6.620000E-01  9.498185E+00  9.521952E+00  9.515605E+00  9.511914E+00
  6.625000E-01  9.315567E+00  9.338591E+00  9.332425E+00  9.328861E+00
  6.630000E-01  9.181103E+00  9.203628E+00  9.197660E+00  9.194130E+00
  6.635000E-01  9.092558E+00  9.114827E+00  9.109091E+00  9.105492E+00
  6.640000E-01  9.048020E+00  9.070277E+00  9.064819E+00  9.061039E+00
  6.645000E-01  9.045992E+00  9.068482E+00  9.063363E+00  9.059279E+00
  6.650000E-01  9.085435E+00  9.108413E+00  9.103702E+00  9.099183E+00
  6.655000E-01  9.165793E+00  9.189520E+00  9.185298E+00  9.180204E+00
  6.660000E-01  9.286988E+00  9.311739E+00  9.308098E+00  9.302275E+00
  6.665000E-01  9.449402E+00  9.475464E+00  9.472508E+00  9.465791E+00
  6.670000E-01  9.653837E+00  9.681516E+00  9.679358E+00  9.671570E+00
  6.675000E-01  9.901456E+00  9.931069E+00  9.929835E+00  9.920786E+00
  6.680000E-01  1.019367E+01  1.022555E+01  1.022537E+01  1.021486E+01
  6.685000E-01  1.053199E+01  1.056648E+01  1.056748E+01  1.055531E+01
  6.690000E-01  1.091777E+01  1.095521E+01  1.095751E+01  1.094349E+01
  6.695000E-01  1.135190E+01  1.139259E+01  1.139628E+01  1.138026E+01
  6.700000E-01  1.183429E+01  1.187850E+01  1.188362E+01  1.186547E+01
  6.705000E-01  1.236330E+01  1.241121E+01  1.241772E+01  1.239741E+01
  6.710000E-01  1.293500E+01  1.298665E+01  1.299437E+01  1.297201E+01
  6.715000E-01  1.354246E+01  1.359771E+01  1.360629E+01  1.358215E+01
  6.720000E-01  1.417521E+01  1.423368E+01  1.424254E+01  1.421714E+01
  6.725000E-01  1.481918E+01  1.488022E+01  1.488851E+01  1.486264E+01
  6.730000E-01  1.545754E+01  1.552024E+01  1.552680E+01  1.550153E+01
  6.735000E-01  1.607261E+01  1.613582E+01  1.613924E+01  1.611589E+01
  6.740000E-01  1.664883E+01  1.671127E+01  1.670992E+01  1.669001E+01
  6.745000E-01  1.717622E+01  1.723651E+01  1.722870E+01  1.721381E+01
  6.750000E-01  1.765315E+01  1.770991E+01  1.769399E+01  1.768568E+01
  6.755000E-01  1.808758E+01  1.813941E+01  1.811394E+01  1.811364E+01
  6.760000E-01  1.849612E+01  1.854161E+01  1.850538E+01  1.851437E+01
  6.765000E-01  1.890131E+01  1.893901E+01  1.889111E+01  1.891048E+01
  6.770000E-01  1.932815E+01  1.935662E+01  1.929639E+01  1.932705E+01
  6.775000E-01  1.980076E+01  1.981864E+01  1.974563E+01  1.978834E+01
  6.780000E-01  2.033991E+01  2.034603E+01  2.025995E+01  2.031530E+01
  6.785000E-01  2.096148E+01  2.095497E+01  2.085571E+01  2.092405E+01
  6.790000E-01  2.167556E+01  2.165600E+01  2.154365E+01  2.162507E+01
  6.795000E-01  2.248605E+01  2.245354E+01  2.232849E+01  2.242269E+01
